starts,goals,Cost,Cost_var,Cost_mean,Cost_std,Computation time,Computation time_var,Computation time_mean,Computation time_std
"[(8, 0), (3, 0), (0, 21), (2, 21), (5, 20), (0, 20), (6, 20), (4, 21), (7, 21)]","[(6, 20), (2, 20), (5, 0), (0, 1), (4, 1), (4, 0), (0, 0), (6, 1), (6, 0)]",210,0.0,210.0,0.0,0.039499306,0.0,0.039499306,0.0
"[(2, 1), (5, 1), (5, 20), (6, 20), (7, 21), (0, 20), (6, 21), (4, 21), (8, 20)]","[(0, 20), (8, 20), (5, 0), (2, 0), (3, 0), (0, 1), (2, 1), (0, 0), (6, 0)]",218,1.8691588785046727,214.0,4.0,0.068550687,26.886980918175535,0.0540249965,0.0145256905
"[(1, 1), (2, 1), (4, 20), (3, 20), (3, 21), (5, 21), (2, 21), (1, 20), (1, 21)]","[(2, 20), (8, 20), (3, 0), (1, 1), (5, 1), (1, 0), (8, 1), (4, 1), (7, 0)]",221,2.1461307052671983,216.33333333333334,4.642796092394706,0.079032827,26.815553094189564,0.06236094,0.016722430975735697
"[(5, 0), (4, 0), (7, 21), (6, 20), (8, 21), (5, 20), (4, 20), (4, 21), (2, 20)]","[(3, 20), (1, 20), (6, 0), (0, 0), (2, 1), (1, 1), (8, 0), (8, 1), (7, 1)]",220,1.989829282599607,217.25,4.322904116447646,0.05007031000000001,26.023659407690396,0.0592882825,0.01542898070646931
"[(7, 1), (3, 0), (3, 21), (2, 20), (8, 20), (5, 21), (6, 21), (7, 20), (4, 21)]","[(3, 20), (6, 20), (1, 1), (8, 1), (6, 1), (3, 0), (0, 0), (5, 1), (2, 0)]",217,1.7807623946421467,217.2,3.8678159211627428,0.06690583900000001,23.239709091851342,0.0608117938,0.01413248397265649
"[(8, 1), (3, 1), (4, 20), (1, 21), (5, 21), (7, 21), (2, 20), (6, 21), (6, 20)]","[(1, 21), (3, 21), (4, 1), (2, 1), (0, 0), (6, 0), (3, 1), (1, 1), (8, 1)]",,1.7807623946421467,217.2,3.8678159211627428,0.056104426,21.689933697383033,0.0600272325,0.01301986692962396
"[(3, 0), (7, 1), (2, 20), (5, 20), (6, 20), (8, 20), (7, 20), (3, 20), (6, 21)]","[(3, 20), (0, 21), (5, 1), (8, 1), (5, 0), (2, 0), (7, 0), (3, 0), (6, 1)]",206,2.538888462361722,215.33333333333334,5.467073155618908,0.04276795,23.4225877137379,0.057561620714285715,0.013482421101252697
"[(5, 0), (7, 0), (2, 20), (6, 21), (3, 21), (3, 20), (5, 20), (4, 20), (1, 20)]","[(0, 20), (0, 21), (4, 1), (8, 0), (8, 1), (0, 1), (5, 1), (6, 1), (3, 0)]",213,2.3846323514852306,215.0,5.1269595556932455,0.046182869000000015,23.443698669922185,0.05613927675,0.013161122876743684
"[(1, 1), (5, 1), (2, 21), (2, 20), (8, 21), (4, 20), (8, 20), (0, 21), (6, 20)]","[(7, 21), (6, 21), (4, 1), (4, 0), (0, 1), (6, 0), (3, 0), (0, 0), (8, 0)]",225,2.6939144965852124,216.25,5.825590098865522,0.10113159599999999,30.769930307375905,0.06113842333333334,0.018812250250695117
"[(3, 0), (0, 1), (6, 20), (7, 20), (2, 21), (8, 20), (6, 21), (0, 20), (0, 21)]","[(4, 20), (5, 20), (4, 0), (0, 1), (4, 1), (7, 1), (6, 0), (3, 1), (2, 0)]",215,2.5479715564758596,216.11111111111111,5.506449641495053,0.080112016,29.717412411945492,0.0630357826,0.01873260348233938
"[(2, 1), (8, 0), (4, 20), (3, 21), (8, 20), (0, 20), (5, 20), (6, 21), (2, 20)]","[(4, 21), (6, 20), (7, 1), (8, 0), (7, 0), (5, 1), (0, 1), (3, 0), (6, 0)]",218,2.429275017183477,216.3,5.254521862167861,0.068397973,28.22153187622476,0.06352325445454544,0.017927235504704906
"[(3, 1), (1, 1), (1, 20), (3, 20), (2, 20), (1, 21), (8, 21), (6, 20), (0, 20)]","[(1, 21), (1, 20), (1, 1), (4, 0), (7, 0), (6, 0), (2, 0), (8, 0), (7, 1)]",215,2.3239279864841214,216.1818181818182,5.023909774417492,0.04373376100000001,29.11462455587551,0.06187413,0.018014420646714335
"[(8, 0), (3, 1), (4, 21), (2, 20), (8, 20), (8, 21), (1, 20), (2, 21), (5, 21)]","[(0, 21), (4, 21), (8, 0), (7, 1), (0, 0), (2, 0), (6, 0), (3, 0), (7, 0)]",230,2.826000885381638,217.33333333333334,6.141841924229427,0.060673403000000015,28.019031675997326,0.06178176638461538,0.017310652693296052
