index,starts,goals,Cost,Cost_var,Cost_mean,Cost_std,Computation time,Computation time_var,Computation time_mean,Computation time_std
0,"[(7, 0), (2, 0), (1, 0), (3, 0), (6, 0), (0, 0), (8, 0), (2, 21), (1, 21), (0, 21), (6, 21), (5, 21), (4, 21), (3, 21), (8, 21), (7, 21)]","[(6, 21), (0, 21), (5, 21), (3, 21), (8, 21), (1, 21), (7, 21), (5, 0), (0, 0), (7, 0), (6, 0), (4, 0), (3, 0), (8, 0), (2, 0), (1, 0)]",,,,,0.11687701799999999,0.0,0.11687701799999999,0.0
1,"[(5, 0), (1, 0), (0, 0), (2, 0), (3, 0), (7, 0), (6, 0), (6, 21), (1, 21), (2, 21), (5, 21), (0, 21), (7, 21), (8, 21), (3, 21), (4, 21)]","[(4, 21), (6, 21), (3, 21), (8, 21), (2, 21), (0, 21), (1, 21), (7, 0), (2, 0), (4, 0), (6, 0), (5, 0), (0, 0), (1, 0), (8, 0), (3, 0)]",,,,,0.125000263,3.358415873709121,0.1209386405,0.0040616225000000075
2,"[(3, 0), (8, 0), (1, 0), (5, 0), (6, 0), (0, 0), (4, 0), (3, 21), (8, 21), (1, 21), (6, 21), (2, 21), (4, 21), (5, 21), (7, 21), (0, 21)]","[(0, 21), (4, 21), (8, 21), (1, 21), (5, 21), (6, 21), (2, 21), (4, 0), (6, 0), (0, 0), (8, 0), (2, 0), (3, 0), (7, 0), (5, 0), (1, 0)]",,,,,0.12162835200000001,2.7500544449700053,0.12116854433333334,0.003332200939344285
3,"[(5, 0), (0, 0), (2, 0), (7, 0), (1, 0), (3, 0), (6, 0), (2, 21), (8, 21), (7, 21), (3, 21), (4, 21), (5, 21), (0, 21), (1, 21), (6, 21)]","[(7, 21), (2, 21), (0, 21), (3, 21), (4, 21), (8, 21), (5, 21), (3, 0), (2, 0), (8, 0), (4, 0), (0, 0), (5, 0), (6, 0), (1, 0), (7, 0)]",,,,,0.135811617,5.580775808520345,0.1248293125,0.0069664440739422625
4,"[(5, 0), (1, 0), (3, 0), (8, 0), (6, 0), (7, 0), (4, 0), (4, 21), (1, 21), (6, 21), (5, 21), (3, 21), (0, 21), (2, 21), (7, 21), (8, 21)]","[(8, 21), (1, 21), (0, 21), (3, 21), (4, 21), (6, 21), (2, 21), (8, 0), (0, 0), (2, 0), (7, 0), (4, 0), (1, 0), (3, 0), (6, 0), (5, 0)]",,,,,0.14053191199999998,6.9136628397171425,0.12796983239999998,0.008847402748687106
5,"[(5, 0), (6, 0), (3, 0), (8, 0), (4, 0), (0, 0), (7, 0), (2, 21), (0, 21), (7, 21), (8, 21), (6, 21), (1, 21), (3, 21), (5, 21), (4, 21)]","[(1, 21), (4, 21), (6, 21), (7, 21), (0, 21), (3, 21), (5, 21), (6, 0), (7, 0), (8, 0), (1, 0), (5, 0), (2, 0), (4, 0), (0, 0), (3, 0)]",,,,,0.13272775200000003,6.421801470828149,0.128762819,0.008268892604421787
6,"[(7, 0), (6, 0), (4, 0), (5, 0), (2, 0), (8, 0), (3, 0), (8, 21), (3, 21), (6, 21), (4, 21), (5, 21), (1, 21), (0, 21), (7, 21), (2, 21)]","[(4, 21), (2, 21), (8, 21), (1, 21), (7, 21), (0, 21), (6, 21), (3, 0), (2, 0), (1, 0), (5, 0), (4, 0), (7, 0), (6, 0), (8, 0), (0, 0)]",,,,,0.127263573,5.969306267481867,0.12854864100000002,0.007673462083975766
7,"[(8, 0), (1, 0), (3, 0), (7, 0), (6, 0), (2, 0), (5, 0), (8, 21), (7, 21), (5, 21), (0, 21), (3, 21), (6, 21), (4, 21), (1, 21), (2, 21)]","[(2, 21), (6, 21), (4, 21), (8, 21), (5, 21), (1, 21), (3, 21), (6, 0), (0, 0), (3, 0), (1, 0), (2, 0), (4, 0), (8, 0), (5, 0), (7, 0)]",,,,,0.13456403,5.760574739442751,0.129300564625,0.007448455663744599
8,"[(5, 0), (7, 0), (6, 0), (4, 0), (1, 0), (2, 0), (8, 0), (5, 21), (3, 21), (4, 21), (6, 21), (2, 21), (8, 21), (0, 21), (1, 21), (7, 21)]","[(1, 21), (2, 21), (4, 21), (5, 21), (6, 21), (3, 21), (8, 21), (1, 0), (7, 0), (0, 0), (5, 0), (4, 0), (6, 0), (2, 0), (8, 0), (3, 0)]",,,,,0.11828140300000001,6.113472228897993,0.12807621333333336,0.007829903733957483
9,"[(5, 0), (4, 0), (8, 0), (3, 0), (1, 0), (7, 0), (6, 0), (6, 21), (7, 21), (0, 21), (4, 21), (3, 21), (5, 21), (2, 21), (1, 21), (8, 21)]","[(8, 21), (0, 21), (6, 21), (7, 21), (3, 21), (1, 21), (5, 21), (5, 0), (8, 0), (6, 0), (0, 0), (1, 0), (4, 0), (2, 0), (3, 0), (7, 0)]",,,,,0.12790653600000002,5.800653654768092,0.1280592456,0.007428273310164848
