index,starts,goals,Cost,Cost_var,Cost_mean,Cost_std,Computation time,Computation time_var,Computation time_mean,Computation time_std
0,"[(3, 0), (1, 20), (7, 21)]","[(4, 21), (8, 1), (7, 0)]",78,0.0,78.0,0.0,0.0033887829999999994,0.0,0.0033887829999999994,0.0
1,"[(4, 1), (0, 21), (2, 20)]","[(8, 20), (3, 0), (3, 1)]",72,4.0,75.0,3.0,0.0030869500000000015,4.660985868317885,0.0032378665000000004,0.00015091649999999894
2,"[(8, 1), (7, 21), (5, 21)]","[(7, 21), (3, 0), (7, 1)]",75,3.2659863237109037,75.0,2.449489742783178,0.0032919060000000007,3.8646541219975314,0.0032558796666666673,0.00012582848774511286
3,"[(6, 0), (1, 21), (4, 20)]","[(0, 21), (2, 1), (6, 0)]",87,7.195494974565272,78.0,5.612486080160912,0.008475839999999998,49.616290163545116,0.00456086975,0.002262934369141355
4,"[(6, 1), (7, 20), (2, 21)]","[(8, 21), (6, 0), (3, 0)]",81,6.566660509192845,78.6,5.161395160225576,0.00808713,46.84712050041917,0.0052661218,0.0024670264253448433
5,"[(2, 0), (6, 20), (5, 20)]","[(7, 20), (3, 0), (5, 0)]",87,7.0710678118654755,80.0,5.656854249492381,0.008001624000000002,43.20268249176534,0.005722038833333334,0.002472074269220514
6,"[(7, 0), (2, 21), (5, 20)]","[(7, 21), (3, 1), (1, 0)]",75,6.964377690121689,79.28571428571429,5.5217565971679115,0.008989908,41.33977566959736,0.006188877285714286,0.0025584679863809518
7,"[(0, 0), (0, 20), (5, 20)]","[(7, 20), (6, 0), (3, 1)]",87,7.178640885858513,80.25,5.7608593109014565,0.012013522000000006,44.4150916472778,0.006916957875000001,0.0030721731793848495
8,"[(7, 0), (1, 20), (2, 21)]","[(1, 21), (4, 0), (0, 0)]",87,7.19870604301889,81.0,5.830951894845301,0.012360771999999999,44.72314763037714,0.007521826111111111,0.003363997396172478
9,"[(5, 0), (3, 20), (5, 21)]","[(2, 21), (6, 1), (8, 0)]",78,6.944811038018366,80.7,5.604462507680821,0.006963856000000004,42.803945916800856,0.0074660291,0.0031957550580966137
10,"[(1, 0), (6, 21), (8, 20)]","[(5, 21), (2, 0), (4, 0)]",75,6.970714806775237,80.18181818181819,5.5892458723416,0.002926294000000003,46.995733349437444,0.00705332590909091,0.003314762236503149
11,"[(2, 0), (7, 21), (1, 20)]","[(2, 20), (7, 0), (0, 1)]",78,6.73145600891813,80.0,5.385164807134504,0.008026904999999994,44.642919772799026,0.007134457500000001,0.0031850301379494433
12,"[(3, 1), (6, 21), (2, 20)]","[(6, 21), (0, 0), (3, 0)]",81,6.469724588081742,80.07692307692308,5.1807563816869955,0.007630882999999998,42.703022470642225,0.007172644076923079,0.0030629358119076506
13,"[(6, 0), (3, 20), (0, 20)]","[(2, 20), (8, 0), (5, 1)]",78,6.281702152203744,79.92857142857143,5.020874791654278,0.011405948999999999,42.0927297232952,0.007475023000000002,0.003146441228144153
14,"[(7, 0), (7, 20), (3, 20)]","[(4, 20), (0, 1), (4, 0)]",78,6.108299552357866,79.8,4.874423042781577,0.003026970000000004,45.077997115908914,0.007178486133333334,0.0032359177721499217
15,"[(0, 1), (2, 21), (3, 20)]","[(5, 21), (1, 1), (4, 0)]",87,6.269349469625579,80.25,5.031152949374527,0.007809625000000001,43.45962576535137,0.0072179323125000005,0.003136886371008872
16,"[(0, 1), (6, 21), (2, 20)]","[(0, 21), (2, 0), (5, 0)]",75,6.298164511120135,79.94117647058823,5.034826806242508,0.002916093999999994,46.047349052981176,0.006964883,0.0032071439861417472
17,"[(8, 1), (8, 21), (5, 20)]","[(6, 20), (5, 0), (7, 0)]",72,6.566230508748775,79.5,5.220153254455275,0.002822867999999999,48.37570069731993,0.006734771055555556,0.00325799268848529
18,"[(7, 0), (4, 20), (3, 21)]","[(5, 20), (7, 1), (6, 1)]",78,6.4113381696211125,79.42105263157895,5.091952262083295,0.0068627279999999985,47.04032180135441,0.006741505631578948,0.003171225943351167
19,"[(6, 0), (3, 20), (1, 20)]","[(6, 21), (1, 0), (6, 0)]",75,6.383446797860878,79.2,5.055689863905815,0.0035272610000000038,48.16012890811495,0.006580793400000002,0.0031693185846167213
20,"[(8, 1), (7, 20), (5, 21)]","[(1, 21), (2, 0), (4, 0)]",81,6.241624531779737,79.28571428571429,4.948716593053935,0.003222212000000002,49.44135335982159,0.006420860952380954,0.0031745605522094738
21,"[(4, 1), (1, 21), (8, 21)]","[(2, 20), (4, 0), (2, 0)]",87,6.397788250777194,79.63636363636364,5.094965916073474,0.007999614000000002,48.03848406033329,0.006492622454545455,0.003118957402924438
22,"[(2, 1), (7, 21), (8, 21)]","[(4, 21), (0, 1), (0, 0)]",87,6.5089518248809135,79.95652173913044,5.204331480850435,0.03371209000000001,82.51388003147781,0.007676077565217392,0.006333829433286662
23,"[(3, 1), (2, 20), (5, 21)]","[(1, 20), (0, 1), (4, 1)]",78,6.397162264779248,79.875,5.109733358992424,0.009217750999999996,80.20500334728857,0.007740313958333334,0.006208119069371895
24,"[(4, 0), (8, 21), (0, 21)]","[(5, 21), (5, 0), (3, 1)]",84,6.3359959847422616,80.04,5.071331186187706,0.006871252999999994,78.96998818434862,0.00770555152,0.006085073124882896
25,"[(2, 1), (2, 20), (4, 21)]","[(2, 20), (1, 1), (4, 1)]",78,6.238374118677426,79.96153846153847,4.9882999202809115,0.006436102999999999,77.99543212693507,0.007656726576923077,0.005971896980449038
