index,starts,goals,Cost,Cost_var,Cost_mean,Cost_std,Computation time,Computation time_var,Computation time_mean,Computation time_std
0,"[(5, 0), (4, 0), (8, 21), (4, 21), (1, 21)]","[(7, 21), (5, 21), (0, 0), (4, 0), (6, 0)]",151,0.0,151.0,0.0,1668678051.0301032,0.0,1668678051.0301032,0.0
1,"[(1, 0), (7, 0), (1, 21), (4, 21), (5, 21)]","[(2, 21), (5, 21), (4, 0), (2, 0), (3, 0)]",145,2.027027027027027,148.0,3.0,1668678051.59564,1.694565158920613e-08,1668678051.3128715,0.28276836872103345
2,"[(8, 0), (1, 0), (8, 21), (1, 21), (2, 21)]","[(0, 21), (7, 21), (5, 0), (2, 0), (8, 0)]",149,1.6816437693366029,148.33333333333334,2.494438257849294,1668678051.4813232,1.4631569184557552e-08,1668678051.3690221,0.2441537835535853
3,"[(0, 0), (6, 0), (6, 21), (7, 21), (4, 21)]","[(3, 21), (2, 21), (6, 0), (8, 0), (3, 0)]",144,1.9432127575992526,147.25,2.8613807855648994,1668678052.2175853,2.5405339106393532e-08,1668678051.581163,0.4239333175981549
4,"[(2, 0), (7, 0), (1, 21), (4, 21), (0, 21)]","[(5, 21), (4, 21), (0, 0), (3, 0), (1, 0)]",142,2.264424809472893,146.2,3.3105890714493698,1668678055.2166362,9.005999645120025e-08,1668678052.3082576,1.5028113946907742
5,"[(1, 0), (8, 0), (8, 21), (1, 21), (5, 21)]","[(5, 21), (1, 21), (8, 0), (5, 0), (2, 0)]",151,2.389037132166154,147.0,3.5118845842842465,1668678055.7675848,1.1281869918750924e-07,1668678052.884812,1.8825808728921025
6,"[(4, 0), (2, 0), (8, 21), (5, 21), (3, 21)]","[(8, 21), (2, 21), (5, 0), (3, 0), (6, 0)]",149,2.2580885988017103,147.28571428571428,3.325841921949376,1668678055.7012908,1.1999224364541196e-07,1668678053.287166,2.0022842353578536
7,"[(8, 0), (7, 0), (2, 21), (7, 21), (0, 21)]","[(4, 21), (0, 21), (1, 0), (6, 0), (5, 0)]",148,2.1170456275400653,147.375,3.119995993587171,1668678059.8985305,1.725333927827399e-07,1668678054.1135867,2.879026861383176
8,"[(5, 0), (7, 0), (6, 21), (5, 21), (0, 21)]","[(1, 21), (2, 21), (0, 0), (1, 0), (8, 0)]",156,2.696629213483146,148.33333333333334,4.0,1668678060.4541752,2.0179252702683635e-07,1668678054.8180966,3.367267614759695
9,"[(6, 0), (4, 0), (2, 21), (0, 21), (1, 21)]","[(6, 21), (1, 21), (0, 0), (7, 0), (8, 0)]",151,2.6097872718257493,148.6,3.8781438859330635,1668678061.191118,2.2310510260363592e-07,1668678055.4553988,3.7229058877481243
10,"[(6, 0), (5, 0), (5, 21), (1, 21), (4, 21)]","[(1, 21), (3, 21), (4, 0), (6, 0), (7, 0)]",151,2.5275700507730243,148.8181818181818,3.7614837937413093,1668678061.512637,2.369400325461783e-07,1668678056.0060568,3.9537663289916862
