starts,goals,Cost,Cost_var,Cost_mean,Cost_std,Computation time,Computation time_var,Computation time_mean,Computation time_std
"[(2, 0), (3, 21), (7, 21)]","[(6, 21), (8, 0), (4, 0)]",93,0.0,93.0,0.0,0.005008507999999998,0.0,0.005008507999999998,0.0
"[(3, 0), (7, 21), (4, 21)]","[(7, 21), (6, 0), (5, 0)]",99,3.125,96.0,3.0,0.008577452,26.269354539539357,0.006792979999999999,0.0017844720000000005
"[(3, 0), (4, 21), (8, 21)]","[(6, 21), (5, 0), (7, 0)]",102,3.8180177416060626,98.0,3.7416573867739413,0.008886605999999998,23.492862290014276,0.007490855333333332,0.0017598163278041896
"[(8, 0), (2, 21), (0, 21)]","[(3, 21), (4, 0), (1, 0)]",90,4.941058844013093,96.0,4.743416490252569,0.013425189000000004,33.29014255247276,0.00897443875,0.0029876034531593544
"[(1, 0), (1, 21), (0, 21)]","[(6, 21), (3, 0), (1, 0)]",102,5.014838521380222,97.2,4.874423042781576,0.009247000000000002,29.62046110263451,0.009028951000000002,0.0026744169189309303
"[(8, 0), (3, 21), (4, 21)]","[(6, 21), (8, 0), (6, 0)]",102,4.893705636033387,98.0,4.795831523312719,0.020714151,45.48341153295931,0.010976484333333335,0.004992479541180805
"[(5, 0), (3, 21), (1, 21)]","[(0, 21), (6, 0), (4, 0)]",96,4.6000388077638235,97.71428571428571,4.494895063586364,0.012742373999999997,41.52963454971397,0.011228754285714288,0.0046632606193424886
"[(6, 0), (2, 21), (4, 21)]","[(0, 21), (1, 0), (8, 0)]",99,4.317788379151204,97.875,4.2260353760942415,0.011788291,38.64166346029421,0.011298696375,0.004366004228627962
"[(2, 0), (7, 21), (3, 21)]","[(2, 21), (6, 0), (4, 0)]",102,4.260950877958148,98.33333333333333,4.189935029992179,0.012356094999999997,36.17408104145652,0.01141618511111111,0.004129700053936026
"[(1, 0), (5, 21), (2, 21)]","[(0, 21), (1, 0), (2, 0)]",93,4.381244434688866,97.8,4.28485705712571,0.03439141,57.81227988839931,0.0137137076,0.007928207020788688
"[(6, 0), (4, 21), (6, 21)]","[(3, 21), (6, 0), (3, 0)]",108,5.093670970880047,98.72727272727273,5.028842431250665,0.009950390999999996,57.108216301228964,0.01337158790909091,0.007636275346032615
"[(7, 0), (0, 21), (6, 21)]","[(7, 21), (7, 0), (8, 0)]",96,4.947611342542621,98.5,4.873397172404482,0.011161131999999997,55.63392004065917,0.013187383249999999,0.00733665825276028
"[(6, 0), (6, 21), (2, 21)]","[(7, 21), (4, 0), (2, 0)]",105,5.042729056592993,99.0,4.9923017660270625,0.010849788999999999,54.4014216244031,0.013007568307692306,0.007076302078149926
"[(2, 0), (4, 21), (8, 21)]","[(0, 21), (4, 0), (8, 0)]",105,5.081821604548101,99.42857142857143,5.052782623950684,0.011856656000000007,52.8057571844896,0.012925360285714286,0.006825334367694737
"[(8, 0), (2, 21), (7, 21)]","[(8, 21), (1, 0), (6, 0)]",93,5.18999296107682,99.0,5.138093031466052,0.011070726999999989,51.63454155762939,0.012801718066666667,0.006610108435223549
"[(3, 0), (8, 21), (6, 21)]","[(2, 21), (2, 0), (4, 0)]",93,5.254857399652187,98.625,5.18260311040697,0.014769256000000001,49.65617204327233,0.0129246891875,0.006417905899003216
"[(6, 0), (4, 21), (6, 21)]","[(8, 21), (3, 0), (4, 0)]",105,5.299846255728522,99.0,5.246847793171238,0.011037735000000007,48.71424600801418,0.012813691882352943,0.006242093386278355
"[(2, 0), (2, 21), (1, 21)]","[(5, 21), (8, 0), (6, 0)]",102,5.188352618632986,99.16666666666667,5.145116346811045,0.012246803,47.46925362709954,0.012782198055555557,0.006067614014109853
"[(7, 0), (3, 21), (7, 21)]","[(6, 21), (2, 0), (6, 0)]",96,5.108649881354694,99.0,5.057563382541147,0.010167392999999997,46.93375206934012,0.012644576736842106,0.005934574295886932
"[(4, 0), (8, 21), (0, 21)]","[(0, 21), (2, 0), (7, 0)]",108,5.334762951380812,99.45,5.305421755148218,0.010415210999999994,46.314754794548094,0.01253310845,0.005804678446752287
